text,date,stock_label,predicted_effect,price_now,price_5min,price_10min,price_1h
"Millions of $'s of false ads,  paid for by lobbyists-special interests of cheater @SenTedCruz  and sleepy @JebBush, are now running in S.C.",2016-02-12 21:54:11+00:00,dollar,decrease,1.12505,1.12559,,
"After hearing the news that they would not be able to extort $1M from me, they went hostile w/ a series of incorrect &amp, ill-informed ads.",2016-02-12 18:22:20+00:00,dollar,decrease,1.12437,1.12476,1.12434,1.12412
"Nothing conservative about the Club for Growth coming into my office and demanding a $1M contribution, which naturally, they did not get.",2016-02-12 18:22:06+00:00,dollar,decrease,1.12437,1.12476,1.12434,1.12412
Jeb failed as Jeb! He gave up and enlisted Mommy and his brother (who got us into the quicksand of Iraq). Spent $120 million.Weak-no chance!,2016-02-11 19:45:59+00:00,dollar,decrease,1.13292,1.13292,1.13213,1.13202
"Jeb Bush spent more than $40,000,000 in New Hampshire to come in 4 or 5, I spent $3,000,000 to come in 1st. Big difference in capability!",2016-02-11 15:11:56+00:00,dollar,no change,1.13336,1.13294,1.13335,1.13472
We will immediately repeal and replace ObamaCare - and nobody can do that like me. We will save $'s and have much better healthcare!,2016-02-09 22:15:34+00:00,dollar,increase,1.12864,1.12898,1.12875,1.12878
No-one has done more for people with disabilities than me. I have spent many millions of dollars to help out-and am happy to have done so!,2016-02-09 12:16:37+00:00,dollar,increase,1.12224,1.12156,1.12168,1.12329
"Now that Bush has wasted $120 million of special interest money on his failed campaign, he says he would end super PACs. Sad!",2016-02-08 19:47:18+00:00,dollar,decrease,1.11988,1.12075,1.12132,1.11904
Everybody is laughing at Jeb Bush-spent $100 million and is at bottom of pack. A pathetic figure!,2016-02-08 16:38:00+00:00,dollar,decrease,1.11881,1.1178,1.1176,1.11662
"If I would have done the last debate, a record would have been set (instead of the poor ratings recieved). Also, VETS got $6,000,000.",2016-01-31 14:40:25+00:00,dollar,no change,1.08326,1.08326,1.08326,1.08326
"""By not doing the failed, poorly rated debate, I was able to make the point of not allowing """"unfairness"""" - while raising $6,000,000 for VETS.""",2016-01-31 14:32:03+00:00,dollar,no change,1.08326,1.08326,1.08326,1.08326
".@bobvanderplaats asked me to do an event. The people holding the event called me to say he wanted $100,000 for himself.Phony @foxandfriends",2016-01-31 12:36:39+00:00,dollar,decrease,1.08326,1.08326,1.08326,1.08326
".@oreillyfactor  The people of Iowa love the fact that I stuck up for my rights, as I will do for the U.S. Also got $6,000,000 for our VETS!",2016-01-30 01:41:51+00:00,dollar,increase,,,,
".@FoxNews is the only network that does not even mention my very successful event last night. $6,000,000 raised in one hour for our VETS.",2016-01-30 01:31:51+00:00,dollar,no change,,,,
"Iowa was amazing last night. The event could not have worked out better. We raised $6,000,000 for our great vets. They were so happy &amp, proud",2016-01-29 13:42:58+00:00,dollar,increase,1.08909,1.087,1.08734,1.0841
"An unbelievable night in Iowa with our great Veterans! We raised $6,000,000.00 while the politicians talked! #GOPDebate",2016-01-29 03:54:32+00:00,dollar,increase,1.09118,1.09318,1.09258,1.09248
"I hear that @SenTedCruz’s $$ man, Robert Mercer, a good man, is very angry because Cruz lied to him about liquidating his (Ted’s) holdings.?",2016-01-28 19:52:03+00:00,dollar,decrease,1.09584,1.0955,1.09544,1.09448
".@bobvanderplaats begged me to do an event while asking organizers for $100,000 for himself—a bad guy!",2016-01-26 18:03:07+00:00,dollar,decrease,1.0841,1.08464,1.0849,1.0839
"Cruz says I supported TARP, which gave $25 million to Goldman Sachs, the bank which loaned him the money he didn't disclose. Puppet!",2016-01-23 01:34:26+00:00,dollar,no change,,,,
"""After spending $89 million, @JebBush is at the bottom of the barrel in polls. He is ashamed to use the name """"Bush"""" in ads. Low energy guy!""",2016-01-22 15:42:18+00:00,dollar,decrease,1.08256,1.08314,1.0835,1.08081
Low energy candidate @JebBush has wasted $80 million on his failed presidential campaign. Millions spent on me. He should go home and relax!,2016-01-21 14:32:57+00:00,dollar,decrease,1.0828,1.08266,1.08292,1.08194
"I am self-funding my campaign - putting up my own money, not controlled.  Cruz is spending $millions on ads paid for by his N.Y. bosses.",2016-01-17 21:05:47+00:00,dollar,decrease,1.0928,1.0928,1.0928,1.092
"Iran is going to buy 114 jetliners with a small part of the $150 billion we are giving them...but they won't buy from U.S., rather Airbus!",2016-01-17 15:21:46+00:00,dollar,no change,1.0928,1.0928,1.0928,1.0928
"In Iran deal we get 4 prisoners. They get $150 billion, 7 most wanted and many off watch list. This will create great incentive for others!",2016-01-17 13:51:56+00:00,dollar,increase,1.0928,1.0928,1.0928,1.0928
"Wow! Ted Cruz received $487K in campaign contributions, $11M from a NY hedge fund mogul, &amp, $1M low int. loan from Goldman Sachs. Hypocrite",2016-01-16 19:32:40+00:00,dollar,no change,,,,
"""Ted Cruz said he """"didn't know"""" that he was a Canadian Citizen. He also FORGOT to file his Goldman Sachs Million $ loan papers.Not believable""",2016-01-16 11:49:02+00:00,dollar,decrease,,,,
"Iran toys with U.S. days before we pay them, ridiculously, billions of dollars. Don't release money. We want our hostages back NOW!",2016-01-13 12:09:54+00:00,dollar,decrease,1.08219,1.08148,1.08142,1.08185
"Hank Greenberg, formerly of AIG, gave $10 million to the @JebBush campaign 3 months ago. He is not happy, a total waste of money!",2016-01-08 15:57:17+00:00,dollar,decrease,1.09044,1.09039,1.08934,1.08879
"When I look at all of the money the special interests and lobbyists are giving to candidates, beware - the candidates are mere puppets $$$$!",2016-01-02 21:01:10+00:00,dollar,decrease,,,,
"Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and others so little to deliver their packages, making Amazon richer and the Post Office dumber and poorer? Should be charging MUCH MORE!",2017-12-29 13:04:09+00:00,dollar,decrease,1.19947,1.19938,1.19928,1.19862
"In the East, it could be the COLDEST New Year’s Eve on record. Perhaps we could use a little bit of that good old Global Warming that our Country, but not other countries, was going to pay TRILLIONS OF DOLLARS to protect against. Bundle up!",2017-12-29 00:01:47+00:00,dollar,no change,1.19398,1.19406,1.19408,1.1945
"How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin’ James Comey, of the Phony Hillary Clinton investigation (including her 33,000 illegally deleted emails) be given $700,000 for wife’s campaign by Clinton Puppets during investigation?",2017-12-23 20:27:05+00:00,dollar,decrease,,,,
Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much needed 4 billion dollar missile defense bill.,2017-12-22 15:07:55+00:00,dollar,increase,1.18486,1.18442,1.18356,1.18358
"At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan fashion. Infrastructure would be a perfect place to start. After having foolishly spent $7 trillion in the Middle East, it is time to start rebuilding our country!",2017-12-22 13:05:06+00:00,dollar,increase,1.18514,1.18512,1.18516,1.18543
"The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads, bridges, tunnels, railways (and more) crumble! Not for long!",2017-12-18 18:41:05+00:00,dollar,decrease,1.17925,1.17926,1.17937,1.17795
"Today, we gathered in the Roosevelt Room for one single reason: to CUT THE RED TAPE! For many decades, an ever-growing maze of regs, rules, and restrictions has cost our country trillions of dollars, millions of jobs, countless American factories, &amp, devastated entire industries. https://t.co/ostXOVnckf",2017-12-14 20:13:04+00:00,dollar,decrease,1.17906,1.17889,1.17894,1.17819
"Despite thousands of hours wasted and many millions of dollars spent, the Democrats have been unable to show any collusion with Russia - so now they are moving on to the false accusations and fabricated stories of women who I don’t know and/or have never met. FAKE NEWS!",2017-12-12 12:10:58+00:00,dollar,decrease,1.17742,1.17751,1.17788,1.17676
"“The unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, the lowest ever recorded. The unemployment rate among Hispanics dropped to 4.7%, the lowest ever recorded...”@SecretaryAcosta @USDOL https://t.co/vou28s0yHN",2017-12-08 19:02:27+00:00,dollar,no change,1.17632,1.17668,1.17662,1.17685
"Across the battlefields, oceans, and harrowing skies of Europe and the Pacific throughout the war, one great battle cry could be heard by America’s friends and foes alike:“REMEMBER PEARL HARBOR.” https://t.co/dfev02TwIr",2017-12-07 21:10:28+00:00,euro,increase,1.17748,1.17732,1.17724,1.17726
"People who lost money when the Stock Market went down 350 points based on the False and Dishonest reporting of Brian Ross of @ABC News (he has been suspended), should consider hiring a lawyer and suing ABC for the damages this bad reporting has caused - many millions of dollars!",2017-12-03 13:15:21+00:00,dollar,decrease,1.18635,1.18635,1.18635,1.18635
"Today, it was my great honor to meet with the Crown Prince of Bahrain at the @WhiteHouse. Bahrain and the United States are important partners.During the Crown Prince’s visit, he is advancing $9 BILLION in commercial deals, including finalizing the purchase of F-16’s... https://t.co/vYuw7UGYmN",2017-11-30 21:00:50+00:00,dollar,increase,1.19026,1.1905,1.19067,1.19038
"RT @statedeptspox: #GES2017 highlights the important role of women #entrepreneurs &amp, demonstrates the importance of #innovation &amp, partnershi...",2017-11-28 13:04:45+00:00,euro,increase,1.18834,1.18876,1.18882,1.1899
RT @IvankaTrump: It was an honor to meet with you Prime Minister Modi. Thank you for co-hosting the 8th annual Global Entrepreneurship Summ...,2017-11-28 14:18:20+00:00,euro,increase,1.1888,1.18894,1.18843,1.18742
"The Tax Cut Bill is coming along very well, great support. With just a few changes, some mathematical, the middle class and job producers can get even more in actual dollars and savings and the pass through provision becomes simpler and really works well!",2017-11-27 14:24:36+00:00,dollar,increase,1.19493,1.195,1.19535,1.19292
"Will be speaking to President Recep Tayyip Erdogan of Turkey this morning about bringing peace to the mess that I inherited in the Middle East. I will get it all done, but what a mistake, in lives and dollars (6 trillion), to be there in the first place!",2017-11-24 12:04:13+00:00,dollar,decrease,1.18608,1.18584,1.18601,1.18729
Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hit new Record High yesterday - $5.5 trillion gain since E. Many companies coming back to the U.S. Military building up and getting very strong.,2017-11-22 11:51:22+00:00,dollar,increase,1.1754,1.17532,1.17488,1.17405
"I don’t blame China, I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same!",2017-11-09 23:39:56+00:00,dollar,decrease,1.16426,1.16444,1.16464,
"The U.S., under my administration, is completely rebuilding its military, and they're spending hundreds of billions of dollars to the newest and finest military equipment anywhere in the world, being built right now. I want peace through strength! https://t.co/2YXkIvRIFi",2017-11-08 03:09:37+00:00,dollar,increase,1.1598,1.15982,1.15972,1.15964
"Unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever, up $5.4 trill",2017-11-04 12:35:00+00:00,dollar,increase,,,,
"Broadcom's move to America=$20 BILLION of annual rev into U.S.A., $3+ BILLION/yr. in research/engineering &amp, $6 BILLION/yr. in manufacturing. https://t.co/NsJ4PtVTtl",2017-11-02 20:33:18+00:00,dollar,no change,1.16594,1.16601,1.16604,1.16568
"""""""Senator Chuck Schumer helping to import Europes problems"""" said Col.Tony Shaffer. We will stop this craziness!  @foxandfriends""",2017-11-01 11:40:14+00:00,euro,decrease,1.16333,1.16356,1.16376,1.16207
"Report out that Obama Campaign paid $972,000 to Fusion GPS. The firm also got $12,400,000 (really?) from DNC. Nobody knows who OK'd!",2017-10-30 11:37:36+00:00,dollar,decrease,1.1633,1.16336,1.16359,1.16276
"Never seen such Republican ANGER &amp, UNITY as I have concerning the lack of investigation on Clinton made Fake Dossier (now $12,000,000?),....",2017-10-29 13:53:43+00:00,dollar,decrease,1.16136,1.16136,1.16136,1.16136
Happy Birthday @TheLeeGreenwood!#FlashbackFriday https://t.co/MCrMK6Eurm,2017-10-27 23:33:14+00:00,euro,increase,,,,
"Crooked Hillary Clinton spent hundreds of millions of dollars more on Presidential Election than I did. Facebook was on her side, not mine!",2017-10-21 21:21:08+00:00,dollar,decrease,,,,
"""Keep hearing about """"tiny"""" amount of money spent on Facebook ads. What about the billions of dollars of Fake News on CNN, ABC, NBC &amp, CBS?""",2017-10-21 20:06:00+00:00,dollar,decrease,,,,
Stock Market hits another all time high on Friday. 5.3 trillion dollars up since Election. Fake News doesn't spent much time on this!,2017-10-21 13:14:33+00:00,dollar,no change,,,,
"The U.S. has gained more than 5.2 trillion dollars in Stock Market Value since Election Day! Also, record business enthusiasm.",2017-10-16 12:57:50+00:00,dollar,increase,1.18078,1.1808,1.18092,1.18032
RT @ABCNewsRadio: Global fund championed by Ivanka Trump to help women entrepreneurs begins operations https://t.co/jUmsY3ON4x https://t.co...,2017-10-16 00:55:02+00:00,euro,no change,1.18128,1.18122,1.18122,1.18038
RT @realDonaldTrump: Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to l...,2017-10-11 07:50:03+00:00,dollar,increase,1.18268,1.18292,1.18294,1.1843
Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last Sunday’s tragedy.,2017-10-11 19:49:21+00:00,dollar,increase,1.18681,1.18674,1.18668,1.18622
"Stock Market has increased by 5.2 Trillion dollars since the election on November 8th, a 25% increase. Lowest unemployment in 16 years and..",2017-10-11 10:21:15+00:00,dollar,increase,1.18161,1.18149,1.18168,1.18208
"""""""President Donald J. Trump Proclaims October 9, 2017, as #ColumbusDay"""" https://t.co/cbQRst4lN4""",2017-10-09 18:35:04+00:00,dollar,no change,1.1751,1.17503,1.17516,1.17538
"Our country has been unsuccessfully dealing with North Korea for 25 years, giving billions of dollars &amp, getting nothing. Policy didn't work!",2017-10-09 10:50:34+00:00,dollar,decrease,1.1742,1.17448,1.17431,1.17434
"""""""The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters.....""""   @nypost  Thank you!""",2017-10-08 23:58:43+00:00,dollar,increase,1.17427,,,
"...contributions. The RNC is taking in far more $'s than the Dems, and much of it by my wonderful small donors. I am working hard for them!",2017-10-07 11:11:50+00:00,dollar,increase,,,,
RT @GOPChairwoman: The Trump Inaugural Committee is donating $3 million in surplus funds to victims of the latest hurricanes. https://t.co...,2017-09-29 01:07:04+00:00,dollar,no change,1.17897,1.17902,1.17888,1.17812
"...It's old electrical grid, which was in terrible shape, was devastated. Much of the Island was destroyed, with billions of dollars....",2017-09-26 00:50:40+00:00,dollar,decrease,1.18519,1.18522,1.1854,1.18567
"If a player wants the privilege of making millions of dollars in the NFL,or other leagues, he or she should not be allowed to disrespect....",2017-09-23 18:11:10+00:00,dollar,no change,,,,
